ValueId,PolyId,AREA,PERIMETER,C_GRDC663#,C_GRDC663-ID,RECORDNAME,SYMBOLFLD,GRDC-ID,GRIDVALUE,RIVERNAME,COUNTRY,GRDC-AREA,STARTMONTH,STARTYEAR,ENDMONTH,ENDYEAR,TIMESERIES,PERCENTRECORD,CELLID,BASINID,BASINNAME,ORDER,NUMBEROFCELLS,STNMAINSTEMLENGT,STNCATCHMENTAREA,STNINTERSTATIONA,NEXTSTATION,INTERSTNA,MEANQ,MINQ,MAXQ,INTERSTNQ,RUNOFF,STNRUNOFF,INTERSTNRO,STNINTERSTNRO,WBMINTERSTNRUNOF,WMINTERSTNPRECIP,CORRECTIONCOEF,WBMRUNOFF,X-COORD,Y-COORD
"338","0",0.000,0.000,"338","338",Caxias,Monthly,"3650355","338",Rio Itapecuru,BZ,31750.0,"5","1963","12","1991",M,4.9,"40434","198",GHAASBasin198,"2","11",401.3,33809.3,33809.3,"339",31750.0,80.3,23.0,435.0,80.3,79.8,74.9,79.8,74.9,328.25,1363.52,0.2,328.25,-43.750,-5.250
"339","0",0.000,0.000,"339","339",Cantanhede,Monthly,"3650359","339",Rio Itapecuru,BZ,50800.0,"6","1968","1","1992",M,8.7,"40430","198",GHAASBasin198,"2","17",623.4,52295.2,18485.9,"0",19050.0,252.5,35.1,2570.0,172.2,156.7,152.3,285.0,293.7,485.51,1510.40,0.6,383.84,-44.250,-4.250
"340","0",0.000,0.000,"340","340",Nina Rodrigues,Monthly,"3650385","340",Rio Munim,BZ,12350.0,"9","1963","2","1992",M,38.1,"40437","198",GHAASBasin198,"2","4",212.7,12338.4,12338.4,"0",12350.0,150.7,7.8,961.0,150.7,384.8,385.2,384.8,385.2,661.60,1711.41,0.6,661.60,-43.750,-3.250
"341","0",0.000,0.000,"341","341",Santa Cruz do Piaui,Monthly,"3650460","341",Rio Itam,BZ,17500.0,"6","1963","12","1992",M,1.9,"31207","61",Parnaiba,"2","4",133.5,12272.8,12272.8,"342",17500.0,12.7,0.0,455.0,12.7,22.9,32.6,22.9,32.6,77.44,957.45,0.4,77.44,-41.250,-7.250
"342","0",0.000,0.000,"342","342",Luzilandia,Monthly,"3650481","342",Rio Parnaiba,BZ,322823.0,"1","1982","7","1993",M,6.3,"31165","61",Parnaiba,"4","108",1191.8,330976.6,291249.9,"0",279323.0,846.3,314.0,7166.0,630.2,82.7,80.6,71.2,68.2,199.39,1149.00,0.3,200.91,-41.750,-3.250
"343","0",0.000,0.000,"343","343",Fazenda Paracati,Monthly,"3650488","343",Rio Parnaiba,BZ,26000.0,"6","1968","12","1993",M,4.8,"31192","61",Parnaiba,"2","9",300.6,27453.9,27453.9,"342",26000.0,203.4,95.1,477.0,203.4,246.7,233.6,246.7,233.6,272.23,1257.32,0.9,272.23,-45.750,-8.250
"344","0",0.000,0.000,"344","344",Sobral,Monthly,"3650525","344",Rio Acarau,BZ,11160.0,"10","1911","12","1990",M,25.8,"47291","596",GHAASBasin596,"1","3",189.5,9244.1,9244.1,"0",11160.0,56.3,0.0,1320.0,56.3,159.2,192.2,159.2,192.2,293.40,1092.53,0.7,293.40,-40.750,-4.250
"345","0",0.000,0.000,"345","345",Morada Nova Ii,Monthly,"3650634","345",Rio Banabuiu,BZ,17900.0,"3","1961","12","1992",M,3.4,"40268","192",GHAASBasin192,"2","6",189.2,18467.1,18467.1,"0",17900.0,52.9,0.0,1407.0,52.9,93.2,90.3,93.2,90.3,157.41,938.19,0.6,157.41,-38.750,-5.250
"346","0",0.000,0.000,"346","346",Iguatu,Monthly,"3650645","346",Rio Jaguaribe,BZ,21770.0,"10","1911","12","1992",M,13.0,"40269","192",GHAASBasin192,"2","6",212.0,18418.7,18418.7,"347",21770.0,29.5,0.0,1204.0,29.5,42.7,50.5,42.7,50.5,123.83,893.35,0.4,123.83,-39.750,-6.750
"347","0",0.000,0.000,"347","347",Peixe Gordo,Monthly,"3650649","347",Rio Jaguaribe,BZ,48200.0,"8","1961","5","1983",M,12.3,"40265","192",GHAASBasin192,"2","14",401.3,42986.0,24567.3,"0",26430.0,116.7,0.0,3211.0,87.2,76.4,85.6,104.1,112.0,133.02,921.43,0.8,129.08,-38.750,-5.750
"348","0",0.000,0.000,"348","348",Jardim de Piranhas,Monthly,"3650750","348",Rio Piranhas,BZ,22875.0,"1","1962","1","1986",M,3.7,"44495","369",GHAASBasin369,"3","9",235.1,27628.0,27628.0,"0",22875.0,78.6,0.0,1992.0,78.6,108.3,89.7,108.3,89.7,97.74,974.94,0.9,97.74,-37.250,-6.250
"349","0",0.000,0.000,"349","349",Ponte Da Batalha,Monthly,"3650885","349",Rio Paraiba,BZ,19244.0,"1","1970","5","1985",M,3.6,"45463","433",GHAASBasin433,"2","8",353.8,24511.4,24511.4,"0",19244.0,33.8,0.0,723.0,33.8,55.3,43.4,55.3,43.4,77.67,894.59,0.6,77.67,-35.750,-7.750
"350","0",0.000,0.000,"350","350",Varzea Da Palma,Monthly,"3651309","350",Rio Das Velhas,BZ,25940.0,"7","1938","12","1983",M,17.6,"27701","42",Sao Francisco,"2","9",375.6,26316.7,26316.7,"354",25940.0,296.2,42.4,1756.0,296.2,360.1,355.0,360.1,355.0,572.75,1467.39,0.6,572.75,-44.750,-17.750
"351","0",0.000,0.000,"351","351",Porto Alegre,Monthly,"3651408","351",Rio Paracatu,BZ,41709.0,"10","1952","2","1975",M,14.6,"27695","42",Sao Francisco,"2","13",418.6,38385.4,38385.4,"354",41709.0,439.9,54.9,2070.0,439.9,332.6,361.4,332.6,361.4,1040.94,1989.59,0.3,1040.94,-45.250,-16.750
"352","0",0.000,0.000,"352","352",Boqueirao,Monthly,"3651678","352",Rio Grande,BZ,65900.0,"9","1933","9","1985",M,8.0,"27692","42",Sao Francisco,"3","20",374.4,60548.6,60548.6,"353",65900.0,269.7,160.0,806.0,269.7,129.1,140.5,129.1,140.5,344.90,1266.84,0.4,344.90,-43.750,-11.250
"353","0",0.000,0.000,"353","353",Juazeiro,Monthly,"3651800","353",Sao Francisco,BZ,510800.0,"10","1929","3","1994",M,3.8,"27672","42",Sao Francisco,"4","170",1657.1,508265.8,256505.2,"0",244111.0,2710.8,639.0,12950.0,420.5,167.4,168.2,54.3,51.7,146.84,985.03,0.4,355.58,-40.750,-9.250
"354","0",0.000,0.000,"354","354",Manga,Monthly,"3651805","354",Sao Francisco,BZ,200789.0,"11","1932","12","1981",M,13.7,"27686","42",Sao Francisco,"3","65",791.9,191212.0,126509.9,"353",133140.0,2020.6,337.0,10302.0,1284.4,317.3,333.2,304.2,320.2,530.78,1430.44,0.6,638.97,-44.250,-15.250
"355","0",0.000,0.000,"355","355",Usina Altamira,Monthly,"3652039","355",Rio Itapicuru,BZ,35150.0,"4","1964","5","1979",M,16.1,"43648","322",GHAASBasin322,"2","12",320.4,36438.5,36438.5,"0",35150.0,40.9,3.3,345.0,40.9,36.7,35.4,36.7,35.4,11.11,887.65,3.2,11.11,-38.250,-11.250
"356","0",0.000,0.000,"356","356",Fazenda Santa-Fe,Monthly,"3652130","356",Rio Paraguacu,BZ,31488.0,"4","1966","7","1979",M,4.8,"41932","250",GHAASBasin250,"2","10",319.3,30161.8,30161.8,"0",31488.0,95.9,10.9,409.0,95.9,96.1,100.3,96.1,100.3,190.69,1336.14,0.5,190.69,-39.750,-12.750
"357","0",0.000,0.000,"357","357",Jequie,Monthly,"3652220","357",Rio Contas,BZ,42245.0,"5","1934","12","1977",M,2.7,"43326","308",GHAASBasin308,"2","15",395.9,44967.7,44967.7,"0",42245.0,28.5,0.0,614.0,28.5,21.3,20.0,21.3,20.0,129.04,1140.62,0.2,129.04,-39.750,-14.250
"358","0",0.000,0.000,"358","358",Mascote,Monthly,"3652320","358",Rio Pardo,BZ,30360.0,"5","1936","12","1979",M,6.1,"43073","297",Jequitinhonha,"2","14",368.7,41731.7,41731.7,"0",30360.0,77.7,5.6,569.0,77.7,80.7,58.7,80.7,58.7,111.62,1053.55,0.5,111.62,-40.250,-15.250
"359","0",0.000,0.000,"359","359",Jacinto,Monthly,"3652450","359",Jequitinhonha,BZ,62365.0,"1","1943","12","1978",M,0.0,"41045","219",Jequitinhonha,"2","21",552.9,62080.8,62080.8,"0",62365.0,408.6,38.0,2896.0,408.6,206.6,207.6,206.6,207.6,310.57,1194.55,0.7,310.57,-40.250,-16.250
"360","0",0.000,0.000,"360","360",Campos-Ponte Municipal,Monthly,"3652890","360",Paraiba do Sul,BZ,55083.0,"1","1928","12","1991",M,0.7,"41629","237",Paraiba do Sul,"3","20",535.6,57258.6,57258.6,"0",55083.0,841.6,133.0,3605.0,841.6,481.8,463.5,481.8,463.5,669.29,1619.85,0.7,669.29,-42.250,-21.750
"361","0",0.000,0.000,"361","361",Uhe Jupia-Jusante-Jju,Monthly,"3662100","361",Parana,BZ,478000.0,"7","1963","1","1992",M,23.9,"7225","6",Parana,"4","162",927.1,471508.9,471508.9,"362",478000.0,6369.0,869.0,23758.0,6369.0,420.2,426.0,420.2,426.0,590.25,1592.99,0.7,590.25,-51.750,-20.750
"362","0",0.000,0.000,"362","362",Guaira,Monthly,"3663100","362",Parana,BZ,802200.0,"7","1920","12","1979",M,0.8,"7210","6",Parana,"4","278",1361.2,802803.9,249077.1,"266",239386.0,8593.8,2850.0,23539.0,642.1,337.8,337.6,84.6,81.3,279.40,1425.42,0.3,487.14,-54.250,-23.750
"363","0",0.000,0.000,"363","363",Novo Porto Taquara,Monthly,"3663650","363",Rio Ivai,BZ,34432.0,"8","1974","12","1991",M,7.9,"7348","6",Parana,"2","12",397.0,34382.9,34382.9,"362",34432.0,690.7,179.0,2736.0,690.7,632.6,633.5,632.6,633.5,289.86,1547.46,2.2,289.86,-53.750,-22.750
"364","0",0.000,0.000,"364","364",Porto Paraiso do Norte,Monthly,"3663655","364",Rio Ivai,BZ,28427.0,"4","1953","12","1995",M,1.7,"7389","6",Parana,"3","9",312.8,25321.0,25321.0,"362",28427.0,524.3,74.0,2708.0,524.3,581.6,653.0,581.6,653.0,716.61,1725.78,0.9,716.61,-52.250,-23.750
"365","0",0.000,0.000,"365","365",Jataizinho,Monthly,"3663700","365",Rio Tibaji,BZ,21955.0,"11","1931","12","1995",M,2.3,"7401","6",Parana,"2","8",242.0,22513.9,22513.9,"362",21955.0,367.7,48.8,2565.0,367.7,528.1,515.0,528.1,515.0,669.27,1611.58,0.8,669.27,-50.750,-23.750
"366","0",0.000,0.000,"366","366",Salto Ozorio,Monthly,"3664150","366",Iguacu,BZ,46400.0,"1","1941","11","1975",M,0.5,"7314","6",Parana,"2","18",474.4,50010.8,22227.2,"367",22189.0,963.3,139.0,5379.0,540.2,654.7,607.4,767.7,766.4,1124.73,2008.11,0.7,902.91,-52.750,-25.750
"367","0",0.000,0.000,"367","367",Salto Cataratas,Monthly,"3664160","367",Iguacu,BZ,67317.0,"4","1942","7","1995",M,3.9,"7295","6",Parana,"2","24",574.5,66739.7,16728.9,"266",20917.0,1418.7,166.0,12665.0,455.4,664.6,670.4,686.6,858.5,1043.11,1943.33,0.8,938.05,-53.750,-25.750
"368","0",0.000,0.000,"368","368",Uniao Da Vitoria,Monthly,"3664802","368",Iguacu,BZ,24211.0,"6","1930","9","1980",M,2.0,"7370","6",Parana,"2","10",249.6,27783.6,27783.6,"366",24211.0,423.1,63.5,2552.0,423.1,551.1,480.2,551.1,480.2,725.45,1576.25,0.7,725.45,-50.750,-26.250
"369","0",0.000,0.000,"369","369",Caceres (Dnpvn),Monthly,"3666050","369",Paraguai,BZ,33890.0,"6","1965","12","1993",M,6.3,"7350","6",Parana,"3","11",265.7,32847.7,32847.7,"372",33890.0,534.3,145.0,2098.0,534.3,497.2,513.0,497.2,513.0,280.40,1382.42,1.8,280.40,-57.750,-15.750
"370","0",0.000,0.000,"370","370",Sao Jeronimo,Monthly,"3666200","370",Rio Piquiri,BZ,27150.0,"1","1968","7","1978",M,3.8,"7374","6",Parana,"2","9",239.2,26694.3,26694.3,"371",27150.0,190.7,74.0,569.0,190.7,221.5,225.3,221.5,225.3,635.01,1713.84,0.4,635.01,-55.250,-16.750
"371","0",0.000,0.000,"371","371",Porto Alegre,Monthly,"3666400","371",Rio Cuiaba,BZ,102750.0,"12","1967","12","1978",M,7.6,"7271","6",Parana,"3","36",517.6,106760.3,80066.0,"372",75600.0,589.2,240.0,1031.0,398.5,180.8,174.0,166.2,157.0,371.70,1463.98,0.4,437.54,-56.750,-17.250
"372","0",0.000,0.000,"372","372",Porto Esperanca (Dnos),Monthly,"3667020","372",Paraguai,BZ,363500.0,"1","1964","4","1980",M,3.9,"7228","6",Parana,"4","126",879.0,371253.5,190852.4,"373",184360.0,1813.7,1065.0,5224.0,341.1,157.4,154.1,58.3,56.4,181.09,1313.52,0.3,276.17,-57.750,-19.750
"373","0",0.000,0.000,"373","373",Porto Murtinho (Fb/dnos),Monthly,"3667060","373",Paraguai,BZ,474500.0,"1","1965","4","1984",M,3.8,"7223","6",Parana,"4","174",1066.4,510665.0,139411.5,"269",111000.0,2299.0,293.0,6749.0,485.3,152.8,142.0,137.9,109.8,14.74,1000.80,7.4,204.80,-57.750,-21.250
"374","0",0.000,0.000,"374","374",Miranda,Monthly,"3667200","374",Rio Miranda,BZ,15460.0,"11","1965","6","1978",M,9.5,"7466","6",Parana,"2","5",219.0,14414.5,14414.5,"372",15460.0,85.0,21.7,459.0,85.0,173.5,186.1,173.5,186.1,261.71,1531.08,0.7,261.71,-56.250,-20.250
"375","0",0.000,0.000,"375","375",Coxim,Monthly,"3667300","375",Rio Taquari,BZ,27040.0,"2","1966","6","1978",M,4.5,"7376","6",Parana,"2","9",290.5,26378.6,26378.6,"372",27040.0,264.1,120.0,957.0,264.1,308.0,315.7,308.0,315.7,313.69,1554.96,1.0,313.69,-55.250,-18.250
"376","0",0.000,0.000,"376","376",Passo Mariano Pinto,Monthly,"3669600","376",Rio Ibicui,BZ,42498.0,"1","1955","12","1982",M,3.3,"30785","58",Urugay,"3","19",384.8,50787.1,50787.1,"289",42498.0,798.1,23.0,4586.0,798.1,592.2,495.5,592.2,495.5,693.75,1694.87,0.7,693.75,-55.750,-29.250
"377","0",0.000,0.000,"377","377",Marcelino Ramos,Monthly,"3669700","377",Uruguai,BZ,41267.0,"11","1939","12","1986",M,3.6,"30787","58",Urugay,"2","15",320.8,40997.6,40997.6,"289",41267.0,846.4,61.5,7317.0,846.4,646.8,651.0,646.8,651.0,1022.28,1874.24,0.6,1022.28,-52.250,-27.250
"378","0",0.000,0.000,"378","378",D.J.Sade,Daily,"3844100","378",Esmeraldas,EQ,18800.0,"1","1973","12","1991",D,37.6,"48933","796",GHAASBasin796,"2","5",291.5,15455.8,15455.8,"0",18800.0,994.0,147.9,2804.3,994.0,1667.5,2028.2,1667.5,2028.2,400.00,1295.17,5.1,400.00,-79.750,0.750
"379","0",0.000,0.000,"379","379","Crooked Creek, Alas.",Monthly,"4102100","379",Kuskokwim,US,80549.0,"1","1965","12","1984",M,0.0,"37941","137",Kuskowin,"3","54",560.7,78072.3,47079.6,"0",50246.0,1111.9,170.0,3820.0,730.4,435.3,449.1,458.4,489.3,285.04,589.61,1.7,226.34,-158.750,61.750
"380","0",0.000,0.000,"380","380",Mcgrath,Daily,"4102110","380",Kuskokwim,US,30303.0,"7","1963","9","1973",D,0.0,"37948","137",Kuskowin,"3","22",306.5,30992.7,30992.7,"379",30303.0,381.5,78.0,1450.2,381.5,397.0,388.2,397.0,388.2,137.17,432.35,2.8,137.17,-155.250,63.250
"381","0",0.000,0.000,"381","381","Chitina, Alas.",Monthly,"4102700","381",Copper,US,53354.0,"7","1951","12","1984",M,11.5,"41144","223",Copper,"3","40",337.6,58188.7,58188.7,"0",53354.0,1050.6,56.0,4548.0,1050.6,621.0,569.4,621.0,569.4,528.30,830.64,1.1,528.30,-144.250,61.750
"382","0",0.000,0.000,"382","382",Susitna Station,Daily,"4102800","382",Susitna,US,50246.0,"10","1974","3","1993",D,0.0,"43615","321",GHAASBasin321,"3","32",367.0,45579.5,45579.5,"0",50246.0,1400.8,150.0,5081.5,1400.8,879.2,969.2,879.2,969.2,245.67,536.24,3.9,245.67,-150.250,61.750
"383","0",0.000,0.000,"383","383",Pilot Station,Daily,"4103200","383",Yukon,US,831390.0,"10","1975","9","1993",D,0.0,"22986","28",Yukon,"5","633",2551.9,840586.0,71604.8,"0",64390.0,6346.8,984.5,23667.0,306.7,240.7,238.1,150.2,135.1,199.43,516.32,0.7,80.97,-162.250,61.750
"384","0",0.000,0.000,"384","384","Kaltag, Alas.",Daily,"4103300","384",Yukon,US,767000.0,"10","1956","9","1966",D,0.0,"22995","28",Yukon,"5","582",2111.9,768981.2,51739.2,"383",47757.0,6040.2,560.0,26398.0,1443.0,248.3,247.7,952.9,879.5,136.38,454.67,6.4,69.88,-158.250,64.750
"385","0",0.000,0.000,"385","385","Ruby, Alas.",Monthly,"4103450","385",Yukon,US,670810.0,"1","1965","12","1984",M,6.3,"23000","28",Yukon,"5","500",1956.5,666937.2,89461.4,"384",96089.0,4215.5,486.0,16430.0,185.4,198.2,199.3,60.8,65.4,53.64,385.86,1.2,67.29,-155.750,64.750
"386","0",0.000,0.000,"386","386","Hughes, Alas.",Monthly,"4103500","386",Koyukuk,US,48433.0,"1","1965","9","1982",M,1.4,"23077","28",Yukon,"3","42",414.2,50304.9,50304.9,"384",48433.0,381.6,7.0,2850.0,381.6,248.5,239.3,248.5,239.3,35.62,336.61,6.7,35.62,-154.250,66.250
"387","0",0.000,0.000,"387","387",near Stevens Village,Daily,"4103550","387",Yukon River,US,508417.0,"10","1976","9","1993",D,0.0,"23013","28",Yukon,"5","380",1579.0,506410.0,134448.6,"385",138047.0,3378.3,480.7,17200.0,608.6,209.5,210.4,139.0,142.8,21.83,271.73,6.5,69.71,-149.250,65.750
"388","0",0.000,0.000,"388","388","Nenana, Alas.",Monthly,"4103600","388",Tanana,US,66304.0,"1","1965","12","1984",M,5.0,"23058","28",Yukon,"3","52",620.6,71065.8,47124.6,"385",44160.0,651.9,115.0,2781.0,430.8,310.0,289.3,307.7,288.3,60.49,368.46,4.8,67.36,-149.250,64.750
"389","0",0.000,0.000,"389","389","Fort Yukon, Alas.",Monthly,"4103700","389",Porcupine River,US,76405.0,"1","1965","9","1979",M,1.7,"23053","28",Yukon,"3","64",596.6,76723.7,21765.6,"387",21005.0,410.5,0.0,2790.0,91.1,169.4,168.7,136.7,132.0,9.00,264.22,14.7,21.26,-143.250,66.750
"390","0",0.000,0.000,"390","390","Tanacross, Alas.",Monthly,"4103750","390",Tanana,US,22144.0,"1","1965","12","1984",M,0.0,"23118","28",Yukon,"2","17",308.3,23941.3,23941.3,"388",22144.0,221.1,50.0,835.0,221.1,314.8,291.2,314.8,291.2,80.89,354.74,3.6,80.89,-144.250,63.750
"391","0",0.000,0.000,"391","391",Eagle,Daily,"4103800","391",Yukon River,US,293965.0,"6","1950","9","1993",D,2.3,"23030","28",Yukon,"4","206",969.7,295237.7,30742.1,"387",29965.0,2359.2,201.0,12768.0,199.2,253.1,252.0,209.6,204.3,44.97,320.84,4.5,104.63,-140.750,64.750
"392","0",0.000,0.000,"392","392","Grand Forks, N.D.",Monthly,"4113300","392",Red of The North,US,77959.0,"1","1965","12","1984",M,0.0,"20346","21",Nelson,"3","36",585.5,75473.8,75473.8,"495",77959.0,105.3,5.0,881.0,105.3,42.6,44.0,42.6,44.0,94.12,597.83,0.5,94.12,-96.750,47.750
"393","0",0.000,0.000,"393","393","Salem, Oreg.",Monthly,"4115100","393",Willamette,US,18855.0,"10","1909","12","1984",M,10.2,"26662","39",Columbia,"2","8",175.1,17770.6,17770.6,"0",18855.0,688.1,75.0,9640.0,688.1,1150.9,1221.1,1150.9,1221.1,920.47,1457.99,1.3,920.47,-123.250,44.250
"394","0",0.000,0.000,"394","394","The Dalles, Oreg.",Monthly,"4115200","394",Columbia,US,613830.0,"6","1878","9","1988",M,0.6,"26585","39",Columbia,"5","306",1530.0,656568.1,232153.5,"0",193130.0,5438.1,1201.0,28377.0,1238.4,279.4,261.2,202.2,168.2,66.03,407.60,2.5,127.21,-120.750,45.750
"395","0",0.000,0.000,"395","395","Clarkston, Wash.",Monthly,"4116180","395",Snake River,US,267300.0,"10","1915","12","1972",M,3.0,"26591","39",Columbia,"4","122",1253.3,270818.6,270818.6,"394",267300.0,1414.7,311.0,5889.0,1414.7,166.9,164.7,166.9,164.7,98.06,448.97,1.7,98.06,-117.750,46.750
"396","0",0.000,0.000,"396","396","Imlay, Nev.",Monthly,"4118440","396",Humboldt,US,40663.0,"1","1965","12","1984",M,0.0,"40872","214",GHAASBasin214,"3","27",404.5,63381.5,63381.5,"0",40663.0,11.3,0.0,176.0,11.3,8.8,5.6,8.8,5.6,10.10,273.50,0.6,10.10,-117.750,41.250
"397","0",0.000,0.000,"397","397","Juab, Utah",Monthly,"4118850","397",Sevier River,US,13261.0,"1","1965","9","1984",M,1.3,"47234","590",GHAASBasin590,"2","5",181.8,12121.2,12121.2,"0",13261.0,8.9,0.0,118.0,8.9,21.1,23.1,21.1,23.1,11.81,293.52,2.0,11.81,-111.750,38.750
"398","0",0.000,0.000,"398","398","Clinton, Iowa",Monthly,"4119650","398",Mississippi,US,221704.0,"1","1965","12","1984",M,5.0,"4479","4",Mississippi,"4","104",872.9,227644.4,227644.4,"399",221704.0,1466.4,315.0,4808.0,1466.4,208.6,203.1,208.6,203.1,300.51,864.93,0.7,300.51,-90.250,42.250
"399","0",0.000,0.000,"399","399","Alton, Ill.",Monthly,"4119800","399",Mississippi,US,444185.0,"10","1927","12","1984",M,3.0,"4454","4",Mississippi,"4","196",1291.6,440388.9,212744.5,"416",222481.0,2895.6,598.0,11100.0,1429.2,205.6,207.4,202.6,211.9,290.88,979.51,0.7,295.86,-90.750,39.250
"400","0",0.000,0.000,"400","400","Culbertson, Mont.",Monthly,"4120900","400",Missouri,US,237133.0,"1","1965","12","1984",M,5.0,"4482","4",Mississippi,"3","106",1121.0,220206.8,220206.8,"402",237133.0,349.2,102.0,1050.0,349.2,46.4,50.0,46.4,50.0,34.40,414.01,1.5,34.40,-104.250,48.250
"401","0",0.000,0.000,"401","401","Sidney, Mont.",Monthly,"4120950","401",Yellowstone,US,178977.0,"1","1965","12","1984",M,0.0,"4499","4",Mississippi,"4","80",864.6,173162.0,173162.0,"402",178977.0,390.5,104.0,1601.0,390.5,68.8,71.1,68.8,71.1,47.98,407.73,1.5,47.98,-104.250,47.750
"402","0",0.000,0.000,"402","402","Yankton, S.D.",Monthly,"4121800","402",Missouri,US,723900.0,"10","1930","12","1984",M,1.4,"4439","4",Mississippi,"4","333",2076.5,716160.8,322791.9,"404",307790.0,748.9,106.0,4757.0,9.2,32.6,33.0,0.9,0.9,17.92,494.42,0.0,30.25,-97.750,42.750
"403","0",0.000,0.000,"403","403","Louisville, Nebr.",Monthly,"4122600","403",Platte,US,222222.0,"1","1973","9","1984",M,2.1,"4486","4",Mississippi,"4","93",1315.1,215978.5,215978.5,"404",222222.0,214.5,18.0,1116.0,214.5,30.4,31.3,30.4,31.3,36.67,512.32,0.9,36.67,-96.250,41.250
"404","0",0.000,0.000,"404","404","Nebraska City, Nebr.",Monthly,"4122650","404",Missouri,US,1061899.0,"1","1965","9","1984",M,1.3,"4433","4",Mississippi,"5","490",2422.7,1074472.0,142332.8,"406",115777.0,1179.7,155.0,3325.0,216.3,35.0,34.6,58.9,47.9,83.12,681.64,0.6,38.55,-95.750,40.750
"405","0",0.000,0.000,"405","405","Desoto, Kans.",Monthly,"4122700","405",Kansas,US,154768.0,"1","1973","12","1984",M,0.0,"4504","4",Mississippi,"3","70",906.9,167148.1,167148.1,"406",154768.0,262.9,24.0,1460.0,262.9,53.6,49.6,53.6,49.6,24.73,669.83,2.0,24.73,-95.250,38.750
"406","0",0.000,0.000,"406","406","Hermann, Mo.",Monthly,"4122900","406",Missouri,US,1357677.0,"10","1897","9","1988",M,1.1,"4422","4",Mississippi,"5","611",2979.1,1364134.2,122514.1,"416",141010.0,2307.5,193.0,12606.0,864.9,53.6,53.3,193.4,222.6,265.71,1071.64,0.8,57.26,-90.750,38.750
"407","0",0.000,0.000,"407","407","Metropolis, Ill.",Monthly,"4123050","407",Ohio,US,525770.0,"1","1928","12","1984",M,0.0,"4448","4",Mississippi,"3","205",1444.2,497409.1,58857.1,"416",65778.0,7450.4,170.0,33980.0,106.8,446.9,472.4,51.2,57.2,424.36,1272.63,0.1,448.77,-88.750,37.250
"408","0",0.000,0.000,"408","408","Paducah, Ky.",Monthly,"4123060","408",Tennessee,US,104118.0,"1","1965","9","1984",M,1.3,"4558","4",Mississippi,"2","36",1010.8,90452.4,90452.4,"407",104118.0,1857.0,242.0,7260.0,1857.0,562.5,647.5,562.5,647.5,544.33,1396.52,1.2,544.33,-88.250,36.750
"409","0",0.000,0.000,"409","409","Grand River, Ky.",Monthly,"4123080","409",Cumberland,US,45579.0,"1","1973","12","1984",M,0.7,"4679","4",Mississippi,"2","15",526.5,37361.4,37361.4,"407",45579.0,1183.8,177.0,3350.0,1183.8,819.1,999.3,819.1,999.3,493.78,1363.56,2.0,493.78,-87.750,36.750
"410","0",0.000,0.000,"410","410","Mount Carmel, Ill.",Monthly,"4123130","410",Wabash,US,74165.0,"1","1965","9","1984",M,1.3,"4579","4",Mississippi,"2","32",616.3,76066.2,76066.2,"407",74165.0,838.0,80.0,3039.0,838.0,356.3,347.4,356.3,347.4,370.41,1123.96,0.9,370.41,-87.750,38.250
"411","0",0.000,0.000,"411","411","Louisville, Ky.",Monthly,"4123300","411",Ohio,US,236130.0,"1","1965","9","1984",M,1.3,"4476","4",Mississippi,"3","98",1141.4,234672.1,234672.1,"407",236130.0,3464.7,351.0,10900.0,3464.7,462.7,465.6,462.7,465.6,436.30,1163.42,1.1,436.30,-86.250,38.250
"412","0",0.000,0.000,"412","412","Tulsa, Okla.",Monthly,"4125500","412",Arkansas,US,193253.0,"1","1965","12","1984",M,5.8,"4491","4",Mississippi,"3","81",1192.4,198789.1,198789.1,"414",193253.0,198.3,9.0,1380.0,198.3,32.4,31.5,32.4,31.5,23.74,617.71,1.3,23.74,-96.250,36.250
"413","0",0.000,0.000,"413","413","Whitefield, Okla.",Monthly,"4125550","413",Canadian,US,123222.0,"1","1965","12","1984",M,5.0,"4533","4",Mississippi,"2","49",1135.6,123036.5,123036.5,"414",123222.0,124.6,2.0,1006.0,124.6,31.9,31.9,31.9,31.9,32.21,682.55,1.0,32.21,-95.250,35.250
"414","0",0.000,0.000,"414","414","Little Rock, Ark.",Monthly,"4125800","414",Arkansas,US,409453.0,"10","1927","12","1984",M,3.0,"4456","4",Mississippi,"3","165",1634.7,408872.4,87046.8,"416",92978.0,1065.7,9.0,8220.0,742.8,82.1,82.2,251.9,269.1,295.23,1186.93,0.9,84.09,-92.250,34.750
"415","0",0.000,0.000,"415","415","Alexandria, La.",Monthly,"4126800","415",Red,US,174825.0,"10","1928","9","1983",M,3.6,"4502","4",Mississippi,"2","66",1258.3,169477.6,169477.6,"0",174825.0,861.2,41.0,5615.0,861.2,155.3,160.2,155.3,160.2,187.09,1053.20,0.9,187.09,-92.250,31.250
"416","0",0.000,0.000,"416","416","Vicksburg, Miss.",Monthly,"4127800","416",Mississippi,US,2964252.0,"1","1965","9","1983",M,7.9,"4407","4",Mississippi,"5","1276",3908.3,2957806.2,247001.8,"0",227167.0,17599.8,3410.0,52400.0,3880.6,187.2,187.6,538.7,495.5,428.58,1286.46,1.2,193.34,-91.250,31.750
